,model,parameters,cross_k,top_k,precision,recall,AUC ROC
174,svm,"{'C': 100, 'seed': 1234}",1,0.3,0.3225450901803607,0.3704257767548907,0.5748706608235505
175,KNN,"{'k': 5, 'weights': 'uniform', 'metric': 'euclidean'}",2,0.01,0.4230769230769231,0.006918238993710692,0.5849302328261126
176,KNN,"{'k': 5, 'weights': 'uniform', 'metric': 'euclidean'}",2,0.05,0.43320235756385067,0.05547169811320755,0.5849302328261126
177,KNN,"{'k': 5, 'weights': 'uniform', 'metric': 'euclidean'}",2,0.1,0.43320235756385067,0.05547169811320755,0.5849302328261126
178,KNN,"{'k': 5, 'weights': 'uniform', 'metric': 'euclidean'}",2,0.2,0.41855473408061056,0.22075471698113208,0.5849302328261126
179,KNN,"{'k': 5, 'weights': 'uniform', 'metric': 'euclidean'}",2,0.3,0.41855473408061056,0.22075471698113208,0.5849302328261126
180,KNN,"{'k': 5, 'weights': 'uniform', 'metric': 'manhattan'}",2,0.01,0.4230769230769231,0.006918238993710692,0.5849302328261126
181,KNN,"{'k': 5, 'weights': 'uniform', 'metric': 'manhattan'}",2,0.05,0.43320235756385067,0.05547169811320755,0.5849302328261126
182,KNN,"{'k': 5, 'weights': 'uniform', 'metric': 'manhattan'}",2,0.1,0.43320235756385067,0.05547169811320755,0.5849302328261126
183,KNN,"{'k': 5, 'weights': 'uniform', 'metric': 'manhattan'}",2,0.2,0.41855473408061056,0.22075471698113208,0.5849302328261126
184,KNN,"{'k': 5, 'weights': 'uniform', 'metric': 'manhattan'}",2,0.3,0.41855473408061056,0.22075471698113208,0.5849302328261126
185,KNN,"{'k': 5, 'weights': 'uniform', 'metric': 'minkowski'}",2,0.01,0.4230769230769231,0.006918238993710692,0.5849302328261126
186,KNN,"{'k': 5, 'weights': 'uniform', 'metric': 'minkowski'}",2,0.05,0.43320235756385067,0.05547169811320755,0.5849302328261126
187,KNN,"{'k': 5, 'weights': 'uniform', 'metric': 'minkowski'}",2,0.1,0.43320235756385067,0.05547169811320755,0.5849302328261126
188,KNN,"{'k': 5, 'weights': 'uniform', 'metric': 'minkowski'}",2,0.2,0.41855473408061056,0.22075471698113208,0.5849302328261126
189,KNN,"{'k': 5, 'weights': 'uniform', 'metric': 'minkowski'}",2,0.3,0.41855473408061056,0.22075471698113208,0.5849302328261126
190,KNN,"{'k': 5, 'weights': 'distance', 'metric': 'euclidean'}",2,0.01,0.0,0.0,0.5845325581345104
191,KNN,"{'k': 5, 'weights': 'distance', 'metric': 'euclidean'}",2,0.05,0.41732283464566927,0.06666666666666667,0.5845325581345104
192,KNN,"{'k': 5, 'weights': 'distance', 'metric': 'euclidean'}",2,0.1,0.42739079102715466,0.13660377358490566,0.5845325581345104
193,KNN,"{'k': 5, 'weights': 'distance', 'metric': 'euclidean'}",2,0.2,0.40444794331824446,0.25849056603773585,0.5845325581345104
194,KNN,"{'k': 5, 'weights': 'distance', 'metric': 'euclidean'}",2,0.3,0.39632156630080095,0.3361006289308176,0.5845325581345104
195,KNN,"{'k': 5, 'weights': 'distance', 'metric': 'manhattan'}",2,0.01,0.0,0.0,0.584535406435648
196,KNN,"{'k': 5, 'weights': 'distance', 'metric': 'manhattan'}",2,0.05,0.41812400635930047,0.06616352201257862,0.584535406435648
197,KNN,"{'k': 5, 'weights': 'distance', 'metric': 'manhattan'}",2,0.1,0.4273335959038992,0.13647798742138365,0.584535406435648
198,KNN,"{'k': 5, 'weights': 'distance', 'metric': 'manhattan'}",2,0.2,0.4040183011736622,0.2554716981132075,0.584535406435648
199,KNN,"{'k': 5, 'weights': 'distance', 'metric': 'manhattan'}",2,0.3,0.39587353421404187,0.33547169811320754,0.584535406435648
200,KNN,"{'k': 5, 'weights': 'distance', 'metric': 'minkowski'}",2,0.01,0.0,0.0,0.5845325581345104
201,KNN,"{'k': 5, 'weights': 'distance', 'metric': 'minkowski'}",2,0.05,0.41732283464566927,0.06666666666666667,0.5845325581345104
202,KNN,"{'k': 5, 'weights': 'distance', 'metric': 'minkowski'}",2,0.1,0.42739079102715466,0.13660377358490566,0.5845325581345104
203,KNN,"{'k': 5, 'weights': 'distance', 'metric': 'minkowski'}",2,0.2,0.40444794331824446,0.25849056603773585,0.5845325581345104
204,KNN,"{'k': 5, 'weights': 'distance', 'metric': 'minkowski'}",2,0.3,0.39632156630080095,0.3361006289308176,0.5845325581345104
205,KNN,"{'k': 10, 'weights': 'uniform', 'metric': 'euclidean'}",2,0.01,0.46794871794871795,0.009182389937106919,0.6054425597405058
206,KNN,"{'k': 10, 'weights': 'uniform', 'metric': 'euclidean'}",2,0.05,0.4857142857142857,0.036352201257861635,0.6054425597405058
207,KNN,"{'k': 10, 'weights': 'uniform', 'metric': 'euclidean'}",2,0.1,0.4632183908045977,0.10138364779874214,0.6054425597405058
208,KNN,"{'k': 10, 'weights': 'uniform', 'metric': 'euclidean'}",2,0.2,0.4338461538461538,0.23056603773584905,0.6054425597405058
209,KNN,"{'k': 10, 'weights': 'uniform', 'metric': 'euclidean'}",2,0.3,0.4338461538461538,0.23056603773584905,0.6054425597405058
210,KNN,"{'k': 10, 'weights': 'uniform', 'metric': 'manhattan'}",2,0.01,0.46794871794871795,0.009182389937106919,0.6054425597405058
211,KNN,"{'k': 10, 'weights': 'uniform', 'metric': 'manhattan'}",2,0.05,0.4857142857142857,0.036352201257861635,0.6054425597405058
212,KNN,"{'k': 10, 'weights': 'uniform', 'metric': 'manhattan'}",2,0.1,0.4632183908045977,0.10138364779874214,0.6054425597405058
213,KNN,"{'k': 10, 'weights': 'uniform', 'metric': 'manhattan'}",2,0.2,0.4338461538461538,0.23056603773584905,0.6054425597405058
214,KNN,"{'k': 10, 'weights': 'uniform', 'metric': 'manhattan'}",2,0.3,0.4338461538461538,0.23056603773584905,0.6054425597405058
215,KNN,"{'k': 10, 'weights': 'uniform', 'metric': 'minkowski'}",2,0.01,0.46794871794871795,0.009182389937106919,0.6054425597405058
216,KNN,"{'k': 10, 'weights': 'uniform', 'metric': 'minkowski'}",2,0.05,0.4857142857142857,0.036352201257861635,0.6054425597405058
217,KNN,"{'k': 10, 'weights': 'uniform', 'metric': 'minkowski'}",2,0.1,0.4632183908045977,0.10138364779874214,0.6054425597405058
218,KNN,"{'k': 10, 'weights': 'uniform', 'metric': 'minkowski'}",2,0.2,0.4338461538461538,0.23056603773584905,0.6054425597405058
219,KNN,"{'k': 10, 'weights': 'uniform', 'metric': 'minkowski'}",2,0.3,0.4338461538461538,0.23056603773584905,0.6054425597405058
220,KNN,"{'k': 10, 'weights': 'distance', 'metric': 'euclidean'}",2,0.01,0.0,0.0,0.6024202385659254
221,KNN,"{'k': 10, 'weights': 'distance', 'metric': 'euclidean'}",2,0.05,0.44129235618597323,0.07044025157232704,0.6024202385659254
222,KNN,"{'k': 10, 'weights': 'distance', 'metric': 'euclidean'}",2,0.1,0.4405511811023622,0.14075471698113207,0.6024202385659254
223,KNN,"{'k': 10, 'weights': 'distance', 'metric': 'euclidean'}",2,0.2,0.42258508754672436,0.270188679245283,0.6024202385659254
224,KNN,"{'k': 10, 'weights': 'distance', 'metric': 'euclidean'}",2,0.3,0.4067439409905163,0.38842767295597486,0.6024202385659254
225,KNN,"{'k': 10, 'weights': 'distance', 'metric': 'manhattan'}",2,0.01,0.0,0.0,0.602024872042502
226,KNN,"{'k': 10, 'weights': 'distance', 'metric': 'manhattan'}",2,0.05,0.4397106109324759,0.06880503144654088,0.602024872042502
227,KNN,"{'k': 10, 'weights': 'distance', 'metric': 'manhattan'}",2,0.1,0.43962115232833465,0.140125786163522,0.602024872042502
228,KNN,"{'k': 10, 'weights': 'distance', 'metric': 'manhattan'}",2,0.2,0.42507462686567166,0.26867924528301884,0.602024872042502
229,KNN,"{'k': 10, 'weights': 'distance', 'metric': 'manhattan'}",2,0.3,0.4054621848739496,0.38842767295597486,0.602024872042502
230,KNN,"{'k': 10, 'weights': 'distance', 'metric': 'minkowski'}",2,0.01,0.0,0.0,0.6024202385659254
231,KNN,"{'k': 10, 'weights': 'distance', 'metric': 'minkowski'}",2,0.05,0.44129235618597323,0.07044025157232704,0.6024202385659254
232,KNN,"{'k': 10, 'weights': 'distance', 'metric': 'minkowski'}",2,0.1,0.4405511811023622,0.14075471698113207,0.6024202385659254
233,KNN,"{'k': 10, 'weights': 'distance', 'metric': 'minkowski'}",2,0.2,0.42258508754672436,0.270188679245283,0.6024202385659254
234,KNN,"{'k': 10, 'weights': 'distance', 'metric': 'minkowski'}",2,0.3,0.4067439409905163,0.38842767295597486,0.6024202385659254
235,decision_tree,"{'criterion': 'gini', 'max_depth': 20}",2,0.01,0.0,0.0,0.5777334256600606
236,decision_tree,"{'criterion': 'gini', 'max_depth': 20}",2,0.05,0.0,0.0,0.5777334256600606
237,decision_tree,"{'criterion': 'gini', 'max_depth': 20}",2,0.1,0.0,0.0,0.5777334256600606
238,decision_tree,"{'criterion': 'gini', 'max_depth': 20}",2,0.2,0.39743842364532017,0.2537106918238994,0.5777334256600606
239,decision_tree,"{'criterion': 'gini', 'max_depth': 20}",2,0.3,0.404699396166973,0.3877987421383648,0.5777334256600606
240,decision_tree,"{'criterion': 'gini', 'max_depth': 30}",2,0.01,0.0,0.0,0.5494462232823232
241,decision_tree,"{'criterion': 'gini', 'max_depth': 30}",2,0.05,0.0,0.0,0.5494462232823232
242,decision_tree,"{'criterion': 'gini', 'max_depth': 30}",2,0.1,0.0,0.0,0.5494462232823232
243,decision_tree,"{'criterion': 'gini', 'max_depth': 30}",2,0.2,0.0,0.0,0.5494462232823232
244,decision_tree,"{'criterion': 'gini', 'max_depth': 30}",2,0.3,0.3837072018890201,0.36792452830188677,0.5494462232823232
245,decision_tree,"{'criterion': 'gini', 'max_depth': 40}",2,0.01,0.0,0.0,0.548415213889051
246,decision_tree,"{'criterion': 'gini', 'max_depth': 40}",2,0.05,0.0,0.0,0.548415213889051
247,decision_tree,"{'criterion': 'gini', 'max_depth': 40}",2,0.1,0.0,0.0,0.548415213889051
248,decision_tree,"{'criterion': 'gini', 'max_depth': 40}",2,0.2,0.0,0.0,0.548415213889051
249,decision_tree,"{'criterion': 'gini', 'max_depth': 40}",2,0.3,0.37922540030108115,0.34855345911949687,0.548415213889051
250,decision_tree,"{'criterion': 'entropy', 'max_depth': 20}",2,0.01,0.0,0.0,0.5929546101068239
251,decision_tree,"{'criterion': 'entropy', 'max_depth': 20}",2,0.05,0.0,0.0,0.5929546101068239
252,decision_tree,"{'criterion': 'entropy', 'max_depth': 20}",2,0.1,0.3711422845691383,0.11647798742138364,0.5929546101068239
253,decision_tree,"{'criterion': 'entropy', 'max_depth': 20}",2,0.2,0.410988578180386,0.26251572327044026,0.5929546101068239
254,decision_tree,"{'criterion': 'entropy', 'max_depth': 20}",2,0.3,0.4163378058405683,0.39811320754716983,0.5929546101068239
255,decision_tree,"{'criterion': 'entropy', 'max_depth': 30}",2,0.01,0.0,0.0,0.5636869727852207
256,decision_tree,"{'criterion': 'entropy', 'max_depth': 30}",2,0.05,0.0,0.0,0.5636869727852207
257,decision_tree,"{'criterion': 'entropy', 'max_depth': 30}",2,0.1,0.0,0.0,0.5636869727852207
258,decision_tree,"{'criterion': 'entropy', 'max_depth': 30}",2,0.2,0.0,0.0,0.5636869727852207
259,decision_tree,"{'criterion': 'entropy', 'max_depth': 30}",2,0.3,0.3929930455320824,0.3767295597484277,0.5636869727852207
260,decision_tree,"{'criterion': 'entropy', 'max_depth': 40}",2,0.01,0.0,0.0,0.5474951514064702
261,decision_tree,"{'criterion': 'entropy', 'max_depth': 40}",2,0.05,0.0,0.0,0.5474951514064702
262,decision_tree,"{'criterion': 'entropy', 'max_depth': 40}",2,0.1,0.0,0.0,0.5474951514064702
263,decision_tree,"{'criterion': 'entropy', 'max_depth': 40}",2,0.2,0.0,0.0,0.5474951514064702
264,decision_tree,"{'criterion': 'entropy', 'max_depth': 40}",2,0.3,0.37813690710813297,0.3620125786163522,0.5474951514064702
265,logistic_reg,"{'C': 0.01, 'penalty': 'l1', 'fit_intercept': True, 'seed': 1234}",2,0.01,0.547244094488189,0.01748427672955975,0.6696307399029345
266,logistic_reg,"{'C': 0.01, 'penalty': 'l1', 'fit_intercept': True, 'seed': 1234}",2,0.05,0.5023622047244094,0.08025157232704402,0.6696307399029345
267,logistic_reg,"{'C': 0.01, 'penalty': 'l1', 'fit_intercept': True, 'seed': 1234}",2,0.1,0.4899645808736718,0.15660377358490565,0.6696307399029345
268,logistic_reg,"{'C': 0.01, 'penalty': 'l1', 'fit_intercept': True, 'seed': 1234}",2,0.2,0.47255557741491244,0.3021383647798742,0.6696307399029345
269,logistic_reg,"{'C': 0.01, 'penalty': 'l1', 'fit_intercept': True, 'seed': 1234}",2,0.3,0.4627492130115425,0.4437735849056604,0.6696307399029345
270,logistic_reg,"{'C': 0.01, 'penalty': 'l1', 'fit_intercept': False, 'seed': 1234}",2,0.01,0.5905511811023622,0.018867924528301886,0.6692404938399636
271,logistic_reg,"{'C': 0.01, 'penalty': 'l1', 'fit_intercept': False, 'seed': 1234}",2,0.05,0.5070866141732283,0.0810062893081761,0.6692404938399636
272,logistic_reg,"{'C': 0.01, 'penalty': 'l1', 'fit_intercept': False, 'seed': 1234}",2,0.1,0.4889763779527559,0.15622641509433963,0.6692404938399636
273,logistic_reg,"{'C': 0.01, 'penalty': 'l1', 'fit_intercept': False, 'seed': 1234}",2,0.2,0.47304210940574576,0.30238993710691825,0.6692404938399636
274,logistic_reg,"{'C': 0.01, 'penalty': 'l1', 'fit_intercept': False, 'seed': 1234}",2,0.3,0.46340503672612804,0.44440251572327044,0.6692404938399636
275,logistic_reg,"{'C': 0.01, 'penalty': 'l2', 'fit_intercept': True, 'seed': 1234}",2,0.01,0.5905511811023622,0.018867924528301886,0.6728902766705053
276,logistic_reg,"{'C': 0.01, 'penalty': 'l2', 'fit_intercept': True, 'seed': 1234}",2,0.05,0.5338582677165354,0.08528301886792453,0.6728902766705053
277,logistic_reg,"{'C': 0.01, 'penalty': 'l2', 'fit_intercept': True, 'seed': 1234}",2,0.1,0.512396694214876,0.16377358490566038,0.6728902766705053
278,logistic_reg,"{'C': 0.01, 'penalty': 'l2', 'fit_intercept': True, 'seed': 1234}",2,0.2,0.4843596301396813,0.30968553459119497,0.6728902766705053
279,logistic_reg,"{'C': 0.01, 'penalty': 'l2', 'fit_intercept': True, 'seed': 1234}",2,0.3,0.46366736621196225,0.4446540880503145,0.6728902766705053
280,logistic_reg,"{'C': 0.01, 'penalty': 'l2', 'fit_intercept': False, 'seed': 1234}",2,0.01,0.5905511811023622,0.018867924528301886,0.6728604181205246
281,logistic_reg,"{'C': 0.01, 'penalty': 'l2', 'fit_intercept': False, 'seed': 1234}",2,0.05,0.5346456692913386,0.08540880503144654,0.6728604181205246
282,logistic_reg,"{'C': 0.01, 'penalty': 'l2', 'fit_intercept': False, 'seed': 1234}",2,0.1,0.5125984251968504,0.16377358490566038,0.6728604181205246
283,logistic_reg,"{'C': 0.01, 'penalty': 'l2', 'fit_intercept': False, 'seed': 1234}",2,0.2,0.4839661617155223,0.30943396226415093,0.6728604181205246
284,logistic_reg,"{'C': 0.01, 'penalty': 'l2', 'fit_intercept': False, 'seed': 1234}",2,0.3,0.4639296956977964,0.4449056603773585,0.6728604181205246
285,logistic_reg,"{'C': 1, 'penalty': 'l1', 'fit_intercept': True, 'seed': 1234}",2,0.01,0.6220472440944882,0.019874213836477986,0.6717222535499339
286,logistic_reg,"{'C': 1, 'penalty': 'l1', 'fit_intercept': True, 'seed': 1234}",2,0.05,0.547244094488189,0.08742138364779874,0.6717222535499339
287,logistic_reg,"{'C': 1, 'penalty': 'l1', 'fit_intercept': True, 'seed': 1234}",2,0.1,0.512396694214876,0.16377358490566038,0.6717222535499339
288,logistic_reg,"{'C': 1, 'penalty': 'l1', 'fit_intercept': True, 'seed': 1234}",2,0.2,0.48672044068463505,0.31119496855345913,0.6717222535499339
289,logistic_reg,"{'C': 1, 'penalty': 'l1', 'fit_intercept': True, 'seed': 1234}",2,0.3,0.4616998950682057,0.4427672955974843,0.6717222535499339
290,logistic_reg,"{'C': 1, 'penalty': 'l1', 'fit_intercept': False, 'seed': 1234}",2,0.01,0.6220472440944882,0.019874213836477986,0.6717098016847827
291,logistic_reg,"{'C': 1, 'penalty': 'l1', 'fit_intercept': False, 'seed': 1234}",2,0.05,0.547244094488189,0.08742138364779874,0.6717098016847827
292,logistic_reg,"{'C': 1, 'penalty': 'l1', 'fit_intercept': False, 'seed': 1234}",2,0.1,0.5122047244094489,0.16364779874213836,0.6717098016847827
293,logistic_reg,"{'C': 1, 'penalty': 'l1', 'fit_intercept': False, 'seed': 1234}",2,0.2,0.48652370647255555,0.3110691823899371,0.6717098016847827
294,logistic_reg,"{'C': 1, 'penalty': 'l1', 'fit_intercept': False, 'seed': 1234}",2,0.3,0.46183105981112277,0.4428930817610063,0.6717098016847827
295,logistic_reg,"{'C': 1, 'penalty': 'l2', 'fit_intercept': True, 'seed': 1234}",2,0.01,0.6181102362204725,0.019748427672955975,0.6714898271358478
296,logistic_reg,"{'C': 1, 'penalty': 'l2', 'fit_intercept': True, 'seed': 1234}",2,0.05,0.5503937007874016,0.0879245283018868,0.6714898271358478
297,logistic_reg,"{'C': 1, 'penalty': 'l2', 'fit_intercept': True, 'seed': 1234}",2,0.1,0.512396694214876,0.16377358490566038,0.6714898271358478
298,logistic_reg,"{'C': 1, 'penalty': 'l2', 'fit_intercept': True, 'seed': 1234}",2,0.2,0.4859335038363171,0.31069182389937106,0.6714898271358478
299,logistic_reg,"{'C': 1, 'penalty': 'l2', 'fit_intercept': True, 'seed': 1234}",2,0.3,0.4614375655823715,0.44251572327044025,0.6714898271358478
300,logistic_reg,"{'C': 1, 'penalty': 'l2', 'fit_intercept': False, 'seed': 1234}",2,0.01,0.6181102362204725,0.019748427672955975,0.671503870592785
301,logistic_reg,"{'C': 1, 'penalty': 'l2', 'fit_intercept': False, 'seed': 1234}",2,0.05,0.5496062992125984,0.08779874213836478,0.671503870592785
302,logistic_reg,"{'C': 1, 'penalty': 'l2', 'fit_intercept': False, 'seed': 1234}",2,0.1,0.512396694214876,0.16377358490566038,0.671503870592785
303,logistic_reg,"{'C': 1, 'penalty': 'l2', 'fit_intercept': False, 'seed': 1234}",2,0.2,0.4863269722604761,0.3109433962264151,0.671503870592785
304,logistic_reg,"{'C': 1, 'penalty': 'l2', 'fit_intercept': False, 'seed': 1234}",2,0.3,0.4614375655823715,0.44251572327044025,0.671503870592785
305,logistic_reg,"{'C': 100, 'penalty': 'l1', 'fit_intercept': True, 'seed': 1234}",2,0.01,0.6259842519685039,0.02,0.6711384742468206
306,logistic_reg,"{'C': 100, 'penalty': 'l1', 'fit_intercept': True, 'seed': 1234}",2,0.05,0.5480314960629922,0.08754716981132075,0.6711384742468206
307,logistic_reg,"{'C': 100, 'penalty': 'l1', 'fit_intercept': True, 'seed': 1234}",2,0.1,0.5131837859110586,0.16402515723270442,0.6711384742468206
308,logistic_reg,"{'C': 100, 'penalty': 'l1', 'fit_intercept': True, 'seed': 1234}",2,0.2,0.4866194411648957,0.3110691823899371,0.6711384742468206
309,logistic_reg,"{'C': 100, 'penalty': 'l1', 'fit_intercept': True, 'seed': 1234}",2,0.3,0.46196222455403985,0.4430188679245283,0.6711384742468206
310,logistic_reg,"{'C': 100, 'penalty': 'l1', 'fit_intercept': False, 'seed': 1234}",2,0.01,0.6259842519685039,0.02,0.6711459712922934
311,logistic_reg,"{'C': 100, 'penalty': 'l1', 'fit_intercept': False, 'seed': 1234}",2,0.05,0.5480314960629922,0.08754716981132075,0.6711459712922934
312,logistic_reg,"{'C': 100, 'penalty': 'l1', 'fit_intercept': False, 'seed': 1234}",2,0.1,0.51357733175915,0.1641509433962264,0.6711459712922934
313,logistic_reg,"{'C': 100, 'penalty': 'l1', 'fit_intercept': False, 'seed': 1234}",2,0.2,0.48652370647255555,0.3110691823899371,0.6711459712922934
314,logistic_reg,"{'C': 100, 'penalty': 'l1', 'fit_intercept': False, 'seed': 1234}",2,0.3,0.46183105981112277,0.4428930817610063,0.6711459712922934
315,logistic_reg,"{'C': 100, 'penalty': 'l2', 'fit_intercept': True, 'seed': 1234}",2,0.01,0.6220472440944882,0.019874213836477986,0.6710904888347315
316,logistic_reg,"{'C': 100, 'penalty': 'l2', 'fit_intercept': True, 'seed': 1234}",2,0.05,0.5456692913385827,0.08716981132075471,0.6710904888347315
317,logistic_reg,"{'C': 100, 'penalty': 'l2', 'fit_intercept': True, 'seed': 1234}",2,0.1,0.5131837859110586,0.16402515723270442,0.6710904888347315
318,logistic_reg,"{'C': 100, 'penalty': 'l2', 'fit_intercept': True, 'seed': 1234}",2,0.2,0.4863269722604761,0.3109433962264151,0.6710904888347315
319,logistic_reg,"{'C': 100, 'penalty': 'l2', 'fit_intercept': True, 'seed': 1234}",2,0.3,0.46196222455403985,0.4430188679245283,0.6710904888347315
320,logistic_reg,"{'C': 100, 'penalty': 'l2', 'fit_intercept': False, 'seed': 1234}",2,0.01,0.6220472440944882,0.019874213836477986,0.6710873200547047
321,logistic_reg,"{'C': 100, 'penalty': 'l2', 'fit_intercept': False, 'seed': 1234}",2,0.05,0.5456692913385827,0.08716981132075471,0.6710873200547047
322,logistic_reg,"{'C': 100, 'penalty': 'l2', 'fit_intercept': False, 'seed': 1234}",2,0.1,0.5131837859110586,0.16402515723270442,0.6710873200547047
323,logistic_reg,"{'C': 100, 'penalty': 'l2', 'fit_intercept': False, 'seed': 1234}",2,0.2,0.48652370647255555,0.3110691823899371,0.6710873200547047
324,logistic_reg,"{'C': 100, 'penalty': 'l2', 'fit_intercept': False, 'seed': 1234}",2,0.3,0.46196222455403985,0.4430188679245283,0.6710873200547047
325,svm,"{'C': 0.01, 'seed': 1234}",2,0.01,0.6141732283464567,0.019622641509433963,0.6717219258692719
326,svm,"{'C': 0.01, 'seed': 1234}",2,0.05,0.5511811023622047,0.0880503144654088,0.6717219258692719
327,svm,"{'C': 0.01, 'seed': 1234}",2,0.1,0.5155450609996065,0.16477987421383647,0.6717219258692719
328,svm,"{'C': 0.01, 'seed': 1234}",2,0.2,0.4879008459571119,0.3119496855345912,0.6717219258692719
329,svm,"{'C': 0.01, 'seed': 1234}",2,0.3,0.4607817418677859,0.4418867924528302,0.6717219258692719
330,svm,"{'C': 0.1, 'seed': 1234}",2,0.01,0.6299212598425197,0.02012578616352201,0.671279391334971
331,svm,"{'C': 0.1, 'seed': 1234}",2,0.05,0.5503937007874016,0.0879245283018868,0.671279391334971
332,svm,"{'C': 0.1, 'seed': 1234}",2,0.1,0.5179063360881543,0.16553459119496855,0.671279391334971
333,svm,"{'C': 0.1, 'seed': 1234}",2,0.2,0.4859335038363171,0.31069182389937106,0.671279391334971
334,svm,"{'C': 0.1, 'seed': 1234}",2,0.3,0.46406086044071354,0.4450314465408805,0.671279391334971
335,svm,"{'C': 1, 'seed': 1234}",2,0.01,0.6299212598425197,0.02012578616352201,0.6709767296317661
336,svm,"{'C': 1, 'seed': 1234}",2,0.05,0.5496062992125984,0.08779874213836478,0.6709767296317661
337,svm,"{'C': 1, 'seed': 1234}",2,0.1,0.5190869736324282,0.1659119496855346,0.6709767296317661
338,svm,"{'C': 1, 'seed': 1234}",2,0.2,0.4861302380483966,0.3108176100628931,0.6709767296317661
339,svm,"{'C': 1, 'seed': 1234}",2,0.3,0.46366736621196225,0.4446540880503145,0.6709767296317661
340,svm,"{'C': 10, 'seed': 1234}",2,0.01,0.6377952755905512,0.020377358490566037,0.670386565957076
341,svm,"{'C': 10, 'seed': 1234}",2,0.05,0.5448818897637795,0.08704402515723271,0.670386565957076
342,svm,"{'C': 10, 'seed': 1234}",2,0.1,0.5210547028728847,0.16654088050314467,0.670386565957076
343,svm,"{'C': 10, 'seed': 1234}",2,0.2,0.4884910485933504,0.3123270440251572,0.670386565957076
344,svm,"{'C': 10, 'seed': 1234}",2,0.3,0.46130640083945434,0.44238993710691826,0.670386565957076
345,svm,"{'C': 100, 'seed': 1234}",2,0.01,0.4566929133858268,0.01459119496855346,0.5581041009054789
346,svm,"{'C': 100, 'seed': 1234}",2,0.05,0.421259842519685,0.06729559748427673,0.5581041009054789
347,svm,"{'C': 100, 'seed': 1234}",2,0.1,0.4049586776859504,0.12943396226415094,0.5581041009054789
348,svm,"{'C': 100, 'seed': 1234}",2,0.2,0.3871729293724179,0.24754716981132074,0.5581041009054789
